time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-24T08:04:28.090Z,34.2966,73.7453,49.23,3.7,mb,,167,0.756,1.2,us,usc000tsmy,2015-02-24T22:22:52.723Z,"26km ESE of Muzaffarabad, Pakistan",earthquake
2015-02-24T07:51:09.000Z,60.4657,-149.079,14.9,2.6,ml,,,,0.6,ak,ak11516694,2015-02-24T17:42:37.286Z,"37km NNE of Bear Creek, Alaska",earthquake
2015-02-24T07:43:22.870Z,38.3266667,-122.197,9.47,2.21,md,71,91,0.04848,0.19,nc,nc72400640,2015-02-24T19:50:02.868Z,"8km ENE of Napa, California",earthquake
2015-02-24T07:38:33.650Z,33.2741667,-115.9921667,4.29,1.23,ml,39,82,0.007938,0.3,ci,ci37101239,2015-02-24T07:42:38.560Z,"4km SW of Salton City, California",earthquake
2015-02-24T07:36:30.000Z,63.1673,-149.3528,17.2,1.1,ml,,,,0.32,ak,ak11516693,2015-02-24T08:54:56.396Z,"32km SW of Cantwell, Alaska",earthquake
2015-02-24T07:28:07.500Z,19.2525,-155.1197,41.5,2,md,,230.399981568002,0.03593261,0.16,hv,hv60858326,2015-02-24T07:31:14.000Z,"23km SSE of Volcano, Hawaii",earthquake
2015-02-24T07:25:12.760Z,46.7501667,-121.5928333,8.81,0.24,md,11,158,0.06414,0.1,uw,uw60974606,2015-02-24T17:06:15.790Z,"17km NNE of Packwood, Washington",earthquake
2015-02-24T07:14:45.000Z,63.5497,-147.6257,0,1.4,ml,,,,1,ak,ak11516684,2015-02-24T08:04:25.756Z,"68km ENE of Cantwell, Alaska",earthquake
2015-02-24T07:10:03.100Z,47.0268,-112.897,10.1,1.5,mc,26,136.799989056001,0.07815343,0.26,mb,mb15967312,2015-02-24T22:58:55.641Z,"18km WNW of Lincoln, Montana",earthquake
2015-02-24T07:00:49.130Z,38.8238335,-122.7785034,1.1,0.71,md,10,85,0.009431,0.02,nc,nc72400635,2015-02-24T07:22:02.297Z,"4km W of Cobb, California",earthquake
2015-02-24T06:55:53.140Z,36.1246667,-118.05,1.1,0.84,ml,12,81,0.1582,0.18,ci,ci37101223,2015-02-24T14:46:47.188Z,"13km NW of Coso Junction, California",earthquake
2015-02-24T06:54:49.660Z,1.0323,-26.0519,10,5.1,mb,,105,14.058,1.46,us,usc000tsm5,2015-02-24T14:57:22.659Z,"Central Mid-Atlantic Ridge",earthquake
2015-02-24T06:34:07.000Z,62.3482,-149.1242,6.3,1.1,ml,,,,0.44,ak,ak11516671,2015-02-24T08:04:26.404Z,"43km ENE of Y, Alaska",earthquake
2015-02-24T06:31:00.300Z,17.9941,-68.2119,43,3.2,Md,6,331.2,1.08606318,0.2,pr,pr15055006,2015-02-24T14:33:34.390Z,"59km SE of Boca de Yuma, Dominican Republic",earthquake
2015-02-24T06:28:44.000Z,63.1242,-150.394,106.1,3.2,ml,,,,0.6,ak,ak11516648,2015-02-24T14:31:21.159Z,"78km WSW of Cantwell, Alaska",earthquake
2015-02-24T06:23:06.450Z,-5.6073,147.1871,184.62,4.7,mb,,44,3.772,0.85,us,usc000tslx,2015-02-24T07:02:02.521Z,"125km N of Lae, Papua New Guinea",earthquake
2015-02-24T06:17:22.830Z,38.838665,-122.8386688,2.24,0.88,md,17,57,0.002486,0.02,nc,nc72400610,2015-02-24T06:53:03.228Z,"9km NW of The Geysers, California",earthquake
2015-02-24T06:07:01.380Z,36.9878349,-121.6533356,6.13,1.26,md,13,55,0.05609,0.04,nc,nc72400605,2015-02-24T08:57:02.700Z,"7km WSW of Gilroy, California",earthquake
2015-02-24T05:25:40.000Z,63.8692,-150.5344,7.8,1.3,ml,,,,0.42,ak,ak11516637,2015-02-24T06:16:13.740Z,"77km W of Healy, Alaska",earthquake
2015-02-24T05:13:50.620Z,-22.773,-66.6946,191.56,5.4,mb,,44,2.053,1.15,us,usc000tsli,2015-02-24T16:36:45.000Z,"102km W of Abra Pampa, Argentina",earthquake
2015-02-24T05:04:41.700Z,19.528,-65.8078,8,2.7,Md,8,298.8,1.24955656,0.31,pr,pr15055005,2015-02-24T13:07:21.574Z,"121km N of Loiza, Puerto Rico",earthquake
2015-02-24T05:04:30.270Z,47.6731667,-120.1106667,5.12,0.89,md,8,114,0.1081,0.09,uw,uw60974576,2015-02-24T17:32:51.390Z,"4km NW of Waterville, Washington",earthquake
2015-02-24T04:55:33.109Z,41.8883,-119.5686,3.4742,0.83,ml,5,220.34,0.179,0.1227,nn,nn00484422,2015-02-24T12:28:56.315Z,"72km ESE of Lakeview, Oregon",earthquake
2015-02-24T04:54:22.900Z,34.2801667,-117.0173333,8.52,1.09,ml,33,62,0.02521,0.22,ci,ci37101207,2015-02-24T14:47:42.300Z,"10km WNW of Big Bear Lake, California",earthquake
2015-02-24T04:48:57.600Z,38.8206673,-122.7988358,3.53,1,md,23,58,0.009192,0.02,nc,nc72400575,2015-02-24T05:05:02.417Z,"6km W of Cobb, California",earthquake
2015-02-24T04:29:58.970Z,6.8208,-72.9662,164.3,4.4,mb,,71,2.381,1.09,us,usc000tsl9,2015-02-24T04:54:45.507Z,"12km W of San Andres, Colombia",earthquake
2015-02-24T04:28:51.440Z,-27.7631,-71.6349,48.21,4.4,mb,,146,0.648,0.89,us,usc000tsl8,2015-02-24T07:06:17.736Z,"124km NW of Vallenar, Chile",earthquake
2015-02-24T04:28:46.600Z,45.0061,-111.8463,3.5,1.1,mc,17,104.399991648001,0.265003,0.15,mb,mb15046547,2015-02-24T22:58:51.335Z,"32km SSE of Virginia City, Montana",earthquake
2015-02-24T03:52:14.000Z,59.3052,-152.5684,58,2.5,ml,,,,0.72,ak,ak11516616,2015-02-24T11:54:52.464Z,"67km SW of Anchor Point, Alaska",earthquake
2015-02-24T03:51:26.760Z,37.565,-118.896,7.06,1.2,md,15,112,0.05995,0.03,nc,nc72400570,2015-02-24T20:28:02.215Z,"11km SE of Mammoth Lakes, California",earthquake
2015-02-24T03:48:10.765Z,41.845,-119.6423,2.8984,0.9,ml,4,225.52,0.158,0.1533,nn,nn00484471,2015-02-24T19:46:59.716Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-24T03:46:21.080Z,33.9528333,-116.7628333,14.83,0.96,ml,32,64,0.1224,0.28,ci,ci37101191,2015-02-24T14:47:47.900Z,"4km NNE of Cabazon, California",earthquake
2015-02-24T03:28:29.060Z,40.6558342,-123.6811676,19.47,2.1,md,11,73,0.1951,0.17,nc,nc72400565,2015-02-24T07:32:05.000Z,"31km S of Willow Creek, California",earthquake
2015-02-24T03:23:54.000Z,59.6896,-152.173,58.9,3.4,ml,,,,0.46,ak,ak11516597,2015-02-24T17:42:19.135Z,"21km WSW of Anchor Point, Alaska",earthquake
2015-02-24T03:22:53.910Z,38.7956657,-122.7570038,3.11,0.89,md,11,75,0.02013,0.02,nc,nc72400555,2015-02-24T03:24:27.480Z,"2km N of The Geysers, California",earthquake
2015-02-24T03:19:57.650Z,33.2516667,-116.3248333,9.52,1.36,ml,45,50,0.0791,0.23,ci,ci37101175,2015-02-24T14:48:53.930Z,"5km E of Borrego Springs, California",earthquake
2015-02-24T03:16:50.000Z,62.9148,-149.9166,13.7,1.1,ml,,,,0.43,ak,ak11516592,2015-02-24T04:35:20.012Z,"66km N of Talkeetna, Alaska",earthquake
2015-02-24T03:13:02.360Z,-21.0707,-179.0451,600.11,4.8,mb,,51,4.294,0.97,us,usc000tskx,2015-02-24T11:15:38.069Z,"58km SW of Ndoi Island, Fiji",earthquake
2015-02-24T03:10:59.430Z,36.0368333,-117.7638333,2.03,1.13,ml,19,68,0.01166,0.31,ci,ci37101159,2015-02-24T03:14:49.040Z,"17km E of Coso Junction, California",earthquake
2015-02-24T03:08:54.000Z,59.8157,-152.0735,21.8,1.9,ml,,,,0.64,ak,ak11516589,2015-02-24T03:46:56.594Z,"14km WNW of Anchor Point, Alaska",earthquake
2015-02-24T02:59:59.900Z,19.1994,-65.2626,42,3.1,Md,3,327.6,0.88573887,0.31,pr,pr15055004,2015-02-24T11:02:33.026Z,"99km N of Culebra, Puerto Rico",earthquake
2015-02-24T02:58:51.970Z,-13.4226,166.974,108.6,5.1,mb,,125,2.024,0.85,us,usc000tskq,2015-02-24T11:01:32.138Z,"80km NW of Sola, Vanuatu",earthquake
2015-02-24T02:57:24.900Z,33.473,-116.5721667,9.76,0.54,ml,23,105,0.03314,0.16,ci,ci37101151,2015-02-24T03:01:06.841Z,"13km SE of Anza, California",earthquake
2015-02-24T02:57:07.373Z,41.8619,-119.634,5.0192,1.15,ml,4,222.95,0.151,0.1529,nn,nn00484470,2015-02-24T19:40:37.714Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-24T02:53:39.600Z,35.9568,-96.78,3.53,2.3,mb_lg,,66,0.006,0.56,us,usc000tsku,2015-02-24T03:54:49.249Z,"3km SSW of Cushing, Oklahoma",earthquake
2015-02-24T02:53:18.000Z,62.6907,-149.2266,0.3,1.7,ml,,,,0.84,ak,ak11516581,2015-02-24T03:46:58.009Z,"61km NE of Talkeetna, Alaska",earthquake
2015-02-24T02:47:11.620Z,38.7726669,-122.7226639,2.55,0.52,md,9,117,0.004283,0.02,nc,nc72400545,2015-02-24T02:48:49.410Z,"2km E of The Geysers, California",earthquake
2015-02-24T02:39:44.000Z,65,-147.4451,0,1.3,ml,,,,0.32,ak,ak11516572,2015-02-24T03:46:57.288Z,"22km NE of Fairbanks, Alaska",earthquake
2015-02-24T02:37:01.270Z,38.8446655,-122.8286667,2.53,0.78,md,16,64,0.008074,0.02,nc,nc72400535,2015-02-24T02:38:38.900Z,"9km WNW of Cobb, California",earthquake
2015-02-24T02:33:57.000Z,61.5256,-149.9904,55.7,1.5,ml,,,,0.54,ak,ak11516563,2015-02-24T03:46:49.758Z,"1km WNW of Big Lake, Alaska",earthquake
2015-02-24T02:28:54.690Z,39.665,143.2254,20,5.8,mwb,,19,2.251,1.21,us,usc000tski,2015-02-24T23:45:23.000Z,"109km E of Miyako, Japan",earthquake
2015-02-24T02:25:04.950Z,41.8648,-119.6372,8.61,1.91,ml,5,222.41,0.148,0.1458,nn,nn00484384,2015-02-24T02:46:43.000Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-24T02:14:27.000Z,64.4963,-147.2853,0.1,0.2,ml,,,,0.71,ak,ak11516561,2015-02-24T03:46:45.483Z,"18km W of Salcha, Alaska",earthquake
2015-02-24T02:04:23.111Z,41.8672,-119.6389,7.0532,1.27,ml,5,221.98,0.145,0.1828,nn,nn00484388,2015-02-24T02:46:51.653Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-24T02:02:03.300Z,19.065,-65.0757,30,2.9,Md,5,280.8,0.77704272,0.2,pr,pr15055003,2015-02-24T10:04:37.242Z,"81km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-02-24T01:55:32.040Z,38.8426666,-122.7675018,1.82,0.79,md,10,130,0.006948,0.03,nc,nc72400530,2015-02-24T01:57:08.480Z,"4km WNW of Cobb, California",earthquake
2015-02-24T01:54:48.680Z,38.8424988,-122.7671661,1.8,1.76,md,32,81,0.00721,0.04,nc,nc72400525,2015-02-24T04:55:05.490Z,"4km WNW of Cobb, California",earthquake
2015-02-24T01:54:01.360Z,36.0551667,-117.5856667,9.05,0.73,ml,11,80,0.07837,0.24,ci,ci37101103,2015-02-24T01:57:52.314Z,"32km ENE of Little Lake, California",earthquake
2015-02-24T01:49:50.670Z,38.8255005,-122.8453369,2.34,0.43,md,10,141,0.008396,0.01,nc,nc72400515,2015-02-24T02:48:04.138Z,"9km NW of The Geysers, California",earthquake
2015-02-24T01:42:34.000Z,19.0431,-65.1735,29,2.6,Md,3,327.6,0.73751685,0.18,pr,pr15055001,2015-02-24T09:45:10.820Z,"81km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-02-24T01:35:43.000Z,64.9835,-148.5165,10.4,1.3,ml,,,,0.73,ak,ak11516557,2015-02-24T02:39:35.095Z,"28km WNW of Ester, Alaska",earthquake
2015-02-24T01:22:24.760Z,36.144,-118.0698333,1.42,1.4,ml,23,83,0.176,0.23,ci,ci37101071,2015-02-24T14:48:12.570Z,"16km NW of Coso Junction, California",earthquake
2015-02-24T01:19:31.700Z,19.0027,-65.0578,33,2.9,Md,3,273.6,0.7168556,0.25,pr,pr15055002,2015-02-24T09:22:15.059Z,"74km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-02-24T01:18:31.575Z,41.8707,-119.6854,2.0209,0.81,ml,4,220.44,0.118,0.0337,nn,nn00484469,2015-02-24T19:34:22.531Z,"65km ESE of Lakeview, Oregon",earthquake
2015-02-24T00:52:38.750Z,43.6475,-123.3546667,0.01,1.8,md,6,153,0.03415,0.34,uw,uw60974491,2015-02-24T17:36:32.480Z,"3km WSW of Drain, Oregon",explosion
2015-02-24T00:52:12.450Z,32.0604,103.7598,15.82,4.2,mb,,154,10.693,0.69,us,usc000tsk7,2015-02-24T01:10:22.755Z,"34km ENE of Se'ergu, China",earthquake
2015-02-24T00:42:04.200Z,19.3695,-155.2828,2.4,1.1,Md,,50.4,0.01796631,0.1,hv,hv60858041,2015-02-24T01:56:49.923Z,"8km SW of Volcano, Hawaii",earthquake
2015-02-24T00:34:43.077Z,35.9869,-117.0141,4.1492,0.8,ml,13,238.58,0.12,0.0878,nn,nn00484369,2015-02-24T16:06:51.533Z,"42km NE of Searles Valley, California",earthquake
2015-02-24T00:27:27.330Z,37.0809,-97.8549,3.9,2,ml,,68,0.03,0.29,us,usc000tsk5,2015-02-24T00:55:41.766Z,"17km ESE of Anthony, Kansas",earthquake
2015-02-24T00:26:59.000Z,18.2929,-64.6019,103,2.5,Md,4,201.6,0.12396751,0.07,pr,pr15055000,2015-02-24T08:29:39.794Z,"13km S of Road Town, British Virgin Islands",earthquake
2015-02-24T00:13:41.659Z,41.8505,-119.6896,2.5893,1.37,ml,4,223.83,0.132,0.141,nn,nn00484468,2015-02-24T19:28:06.433Z,"66km SE of Lakeview, Oregon",earthquake
2015-02-23T23:58:20.000Z,63.3582,-153.139,3.8,1.5,ml,,,,0.47,ak,ak11516551,2015-02-24T00:54:34.237Z,"131km ENE of McGrath, Alaska",earthquake
2015-02-23T23:55:48.688Z,41.8508,-119.6458,7.063,1.55,ml,5,224.52,0.152,0.123,nn,nn00484376,2015-02-24T17:20:23.780Z,"73km SE of Lakeview, Oregon",earthquake
2015-02-23T23:50:07.340Z,33.4623333,-116.408,18.5,0.52,ml,13,150,0.06268,0.16,ci,ci37100991,2015-02-23T23:59:30.863Z,"23km N of Borrego Springs, California",earthquake
2015-02-23T23:41:56.880Z,38.7556648,-122.7208328,2.52,0.93,md,8,102,0.0178,0.03,nc,nc72400470,2015-02-24T00:53:02.047Z,"3km SE of The Geysers, California",earthquake
2015-02-23T23:39:02.745Z,41.8927,-119.6429,11.969,2.5,ml,4,128.57,0.128,0.0842,nn,nn00484355,2015-02-24T17:24:32.120Z,"66km ESE of Lakeview, Oregon",earthquake
2015-02-23T23:37:40.240Z,35.8357,-97.4339,5,2,ml,,101,0.228,0.42,us,usc000tsk3,2015-02-24T00:57:49.979Z,"4km S of Guthrie, Oklahoma",earthquake
2015-02-23T23:32:06.000Z,63.3913,-151.7839,3.6,1.2,ml,,,,0.38,ak,ak11516546,2015-02-24T00:54:33.645Z,"141km W of Cantwell, Alaska",earthquake
2015-02-23T23:29:29.740Z,32.6131667,-116.9995,0.01,1.33,ml,16,244,0.05875,0.33,ci,ci37100951,2015-02-23T23:33:14.491Z,"5km ESE of Chula Vista, California",quarry blast
2015-02-23T23:22:27.000Z,62.5757,-152.0526,0,2.1,ml,,,,0.79,ak,ak11516543,2015-02-23T23:59:56.258Z,"104km WNW of Talkeetna, Alaska",earthquake
2015-02-23T23:14:12.830Z,16.2787,120.6834,52.22,4.5,mb,,130,1.284,0.61,us,usc000tsk2,2015-02-24T03:25:34.593Z,"6km SW of Dalupirip, Philippines",earthquake
2015-02-23T22:59:11.100Z,44.7671667,-123.3111667,0.01,1.67,md,4,277,0.1817,0.1,uw,uw60974431,2015-02-24T17:37:37.670Z,"10km SW of Monmouth, Oregon",explosion
2015-02-23T22:56:22.269Z,37.3725,-115.7944,12,1.71,ml,21,185.05,0.308,,nn,nn00484345,2015-02-24T05:05:48.019Z,"55km W of Alamo, Nevada",earthquake
2015-02-23T22:54:25.190Z,32.924,-115.8538333,8.35,1.64,ml,25,55,0.03948,0.27,ci,ci37100927,2015-02-25T00:09:49.926Z,"25km NNE of Ocotillo, California",earthquake
2015-02-23T22:47:09.500Z,18.5839,-66.0445,73,2.8,Md,7,234,0.3584278,0.11,pr,pr15054014,2015-02-24T06:49:39.374Z,"14km NNE of San Juan, Puerto Rico",earthquake
2015-02-23T22:40:01.220Z,36.0416667,-117.5926667,1.73,1.27,ml,26,48,0.08557,0.19,ci,ci37100919,2015-02-24T14:48:45.454Z,"31km ENE of Little Lake, California",earthquake
2015-02-23T22:35:46.000Z,62.8324,-148.8761,69.3,0.2,ml,,,,0.09,ak,ak11516539,2015-02-23T23:59:55.671Z,"62km S of Cantwell, Alaska",earthquake
2015-02-23T22:34:31.780Z,38.8358345,-122.7764969,2.33,0.44,md,7,86,0.006758,0.01,nc,nc72400450,2015-02-23T22:53:05.629Z,"4km WNW of Cobb, California",earthquake
2015-02-23T22:04:59.500Z,33.4725,-116.5711667,9.6,0.24,ml,13,134,0.0341,0.08,ci,ci37100871,2015-02-24T23:52:05.863Z,"13km SE of Anza, California",earthquake
2015-02-23T21:58:38.000Z,64.7975,-149.2403,15.6,1.6,ml,,,,0.43,ak,ak11516464,2015-02-23T23:05:51.164Z,"25km NNW of North Nenana, Alaska",earthquake
2015-02-23T21:49:44.450Z,38.8158333,-122.743,2.3,0.49,md,12,64,0.003832,0.02,nc,nc72400440,2015-02-25T00:05:54.810Z,"1km WSW of Cobb, California",earthquake
2015-02-23T21:42:48.640Z,38.8434982,-122.8291702,2.35,0.56,md,9,69,0.006955,0.01,nc,nc72400425,2015-02-23T23:35:02.079Z,"9km WNW of Cobb, California",earthquake
2015-02-23T21:41:55.300Z,38.8428345,-122.8294983,2.23,1.35,md,15,76,0.006312,0.04,nc,nc72400420,2015-02-24T00:55:05.065Z,"9km WNW of Cobb, California",earthquake
2015-02-23T21:17:39.000Z,61.0279,-151.4355,52.1,1.4,ml,,,,0.75,ak,ak11516438,2015-02-23T22:16:23.698Z,"38km NNW of Nikiski, Alaska",earthquake
2015-02-23T21:09:53.260Z,36.6746674,-121.3073349,5.41,1.51,md,20,63,0.02855,0.05,nc,nc72400405,2015-02-23T23:17:03.792Z,"16km SSE of Ridgemark, California",earthquake
2015-02-23T21:02:14.320Z,36.0553333,-117.601,2.01,0.56,ml,12,109,0.09079,0.1,ci,ci37100775,2015-02-24T23:31:50.064Z,"30km ENE of Little Lake, California",earthquake
2015-02-23T20:55:49.850Z,34.024,-116.32,5.32,1.63,ml,53,34,0.07358,0.22,ci,ci37100767,2015-02-24T14:50:02.950Z,"12km S of Joshua Tree, California",earthquake
2015-02-23T20:46:21.000Z,60.7639,-150.4292,24.7,1.4,ml,,,,0.38,ak,ak11516426,2015-02-23T21:21:01.431Z,"31km NE of Sterling, Alaska",earthquake
2015-02-23T20:23:54.070Z,46.247,-118.928,0.01,1.16,md,8,208,0.1999,0.3,uw,uw60974171,2015-02-23T21:03:57.250Z,"8km NE of Burbank, Washington",explosion
2015-02-23T20:23:24.870Z,33.6335,-116.7483333,16.56,0.7,ml,22,89,0.04183,0.23,ci,ci37100743,2015-02-24T14:49:22.803Z,"11km NW of Anza, California",earthquake
2015-02-23T20:19:15.000Z,60.2495,-151.8589,49.6,1.6,ml,,,,0.26,ak,ak11516385,2015-02-23T21:21:00.850Z,"33km WSW of Cohoe, Alaska",earthquake
2015-02-23T20:11:46.400Z,19.1622,-155.1773,35.3,1.8,Md,,208.8,0.12576414,0.1,hv,hv60857876,2015-02-23T23:56:29.349Z,"30km SSE of Volcano, Hawaii",earthquake
2015-02-23T20:03:09.600Z,19.3717,-155.2818,2.5,1.2,Md,,57.6,0.01796631,0.09,hv,hv60857861,2015-02-23T21:36:37.562Z,"8km SW of Volcano, Hawaii",earthquake
2015-02-23T19:49:06.040Z,36.1493333,-118.068,2.26,1.07,ml,13,101,0.1754,0.15,ci,ci37100719,2015-02-24T14:49:40.337Z,"16km SSW of Olancha, California",earthquake
2015-02-23T19:41:55.000Z,61.4748,-149.749,32.9,1.8,ml,,,,1.05,ak,ak11516356,2015-02-23T20:26:55.222Z,"8km WSW of Knik-Fairview, Alaska",earthquake
2015-02-23T19:34:37.630Z,38.8103333,-122.8251648,2.22,0.46,md,5,131,0.01491,0.01,nc,nc72400365,2015-02-23T19:49:04.573Z,"7km WNW of The Geysers, California",earthquake
2015-02-23T19:27:18.310Z,34.2775,-117.0236667,9.16,1.26,ml,45,45,0.02555,0.28,ci,ci37100703,2015-02-24T14:50:12.410Z,"11km WNW of Big Bear Lake, California",earthquake
2015-02-23T19:27:12.690Z,35.1433333,-118.1563333,11.36,1.18,ml,12,101,0.115,0.1,ci,ci37100695,2015-02-24T23:07:43.197Z,"10km N of Mojave, California",earthquake
2015-02-23T19:18:07.000Z,63.0743,-150.7247,108.5,1.3,ml,,,,0.67,ak,ak11516300,2015-02-23T20:26:54.609Z,"89km NNW of Talkeetna, Alaska",earthquake
2015-02-23T19:07:32.940Z,-7.3371,128.5372,158.41,4.1,mb,,63,2.811,0.67,us,usc000tshs,2015-02-24T03:10:01.793Z,"Kepulauan Barat Daya, Indonesia",earthquake
2015-02-23T19:05:14.480Z,27.8398,139.4606,510.87,4.2,mb,,69,2.531,0.55,us,usc000tshr,2015-02-24T03:07:47.884Z,"285km WNW of Chichi-shima, Japan",earthquake
2015-02-23T18:29:41.730Z,35.5,-118.249,8.66,1.02,ml,19,61,0.09588,0.2,ci,ci37100639,2015-02-23T18:49:55.460Z,"24km ESE of Bodfish, California",earthquake
2015-02-23T18:28:20.440Z,-60.0548,-26.3816,68.65,4.7,mb,,107,7.97,0.5,us,usc000tshm,2015-02-24T02:31:20.082Z,"114km S of Bristol Island, South Sandwich Islands",earthquake
2015-02-23T18:28:07.020Z,38.8363342,-122.8085022,2.4,1.19,md,20,57,0.01298,0.04,nc,nc72400350,2015-02-23T22:56:03.348Z,"7km WNW of Cobb, California",earthquake
2015-02-23T18:23:50.360Z,36.088,-117.8788333,2.15,1.03,ml,10,175,0.03547,0.13,ci,ci37100623,2015-02-24T23:05:40.033Z,"8km NE of Coso Junction, California",earthquake
2015-02-23T18:23:30.670Z,46.7988333,-122.6408333,0.01,1.14,md,10,73,0.1351,0.12,uw,uw60974111,2015-02-23T19:09:14.017Z,"10km SSE of Rainier, Washington",explosion
2015-02-23T18:18:15.190Z,33.4708333,-116.5686667,9.91,0.64,ml,29,78,0.03677,0.18,ci,ci37100607,2015-02-24T14:51:18.530Z,"14km SE of Anza, California",earthquake
2015-02-23T18:17:20.600Z,44.0986667,-123.0556667,0.01,1.19,md,4,247,0.1106,0.39,uw,uw60974101,2015-02-23T19:33:57.430Z,"4km SSE of Coburg, Oregon",explosion
2015-02-23T18:11:23.100Z,18.9678,-155.673,44,2.1,Md,,273.6,0.00898315,0.09,hv,hv60857811,2015-02-24T02:14:02.204Z,"14km SE of Hawaiian Ocean View, Hawaii",earthquake
2015-02-23T18:07:23.980Z,35.4961667,-118.245,8.18,1.08,ml,9,248,0.09444,0.11,ci,ci37100575,2015-02-24T23:03:59.977Z,"25km ESE of Bodfish, California",earthquake
2015-02-23T18:04:25.780Z,43.45,-123.5605,0.01,0.86,md,3,273,0.2499,0.1,uw,uw60974096,2015-02-23T19:29:48.370Z,"21km WNW of Sutherlin, Oregon",explosion
2015-02-23T18:00:55.660Z,36.0573333,-117.5988333,1.29,0.52,ml,11,111,0.08899,0.13,ci,ci37100567,2015-02-24T23:02:16.477Z,"31km ENE of Little Lake, California",earthquake
2015-02-23T17:51:25.000Z,58.0409,-153.1787,50.2,2.6,ml,,,,0.46,ak,ak11516235,2015-02-24T01:54:01.061Z,"45km NW of Kodiak Station, Alaska",earthquake
2015-02-23T17:43:40.630Z,35.5471649,-120.8721695,13.07,1.52,md,8,130,0.03112,0.05,nc,nc72400335,2015-02-23T22:24:02.248Z,"11km N of Cayucos, California",earthquake
2015-02-23T17:39:14.000Z,33.356,-116.4056667,7,0.64,ml,12,153,0.08809,0.07,ci,ci37100551,2015-02-24T14:50:04.742Z,"12km NNW of Borrego Springs, California",earthquake
2015-02-23T17:38:56.560Z,38.8230019,-122.8460007,2.59,0.85,md,10,138,0.00857,0.03,nc,nc72400330,2015-02-23T17:40:33.970Z,"9km WNW of The Geysers, California",earthquake
2015-02-23T17:36:34.000Z,61.3477,-150.5958,67.6,1.2,ml,,,,0.11,ak,ak11516231,2015-02-23T18:44:26.473Z,"39km WNW of Anchorage, Alaska",earthquake
2015-02-23T17:29:51.000Z,59.2235,-152.7462,49.8,1.8,ml,,,,0.75,ak,ak11516195,2015-02-23T18:44:28.342Z,"80km SW of Anchor Point, Alaska",earthquake
2015-02-23T17:19:47.000Z,64.5581,-147.1386,18.7,0.7,ml,,,,0.11,ak,ak11516192,2015-02-23T18:44:27.742Z,"11km WNW of Salcha, Alaska",earthquake
2015-02-23T17:15:26.330Z,38.8064995,-122.8146667,3.88,0.87,md,17,107,0.0152,0.02,nc,nc72400315,2015-02-23T17:17:05.400Z,"6km WNW of The Geysers, California",earthquake
2015-02-23T17:14:03.280Z,38.8074989,-122.8143311,3.7,1.39,md,34,37,0.01168,0.02,nc,nc72400310,2015-02-23T21:25:02.551Z,"6km NW of The Geysers, California",earthquake
2015-02-23T17:05:23.110Z,36.9198,-97.6328,5,2.8,mb_lg,,43,0.155,0.53,us,usc000tsh5,2015-02-23T17:56:12.927Z,"12km S of Caldwell, Kansas",earthquake
2015-02-23T16:56:51.000Z,59.6263,-152.6672,70.3,1.6,ml,,,,0.48,ak,ak11516186,2015-02-23T17:47:06.965Z,"49km WSW of Anchor Point, Alaska",earthquake
2015-02-23T16:42:19.000Z,60.8321,-149.5566,15.9,2.4,ml,,,,0.92,ak,ak11516174,2015-02-23T17:47:06.381Z,"46km SSE of Anchorage, Alaska",earthquake
2015-02-23T16:41:34.900Z,39.4071667,-111.0811667,2.22,1.19,ml,7,116,0.094,0.06,uu,uu60102727,2015-02-23T22:40:06.210Z,"13km NW of Huntington, Utah",earthquake
2015-02-23T16:41:22.530Z,38.8308334,-122.751503,1.18,0.4,md,8,92,0.009018,0.02,nc,nc72400300,2015-02-23T17:47:02.571Z,"2km WNW of Cobb, California",earthquake
2015-02-23T16:39:40.000Z,61.8406,-146.8711,31.4,1.6,ml,,,,1.02,ak,ak11516172,2015-02-23T17:47:08.250Z,"75km WSW of Glennallen, Alaska",earthquake
2015-02-23T16:39:38.830Z,38.8288345,-122.7518311,1.17,0.77,md,12,83,0.01026,0.02,nc,nc72400295,2015-02-23T17:35:03.036Z,"2km WNW of Cobb, California",earthquake
2015-02-23T16:35:49.010Z,38.8128319,-122.8320007,3.48,1.13,md,12,107,0.004531,0.02,nc,nc72400285,2015-02-23T18:44:02.127Z,"7km WNW of The Geysers, California",earthquake
2015-02-23T16:31:22.880Z,38.838665,-122.8085022,2.45,0.45,md,7,116,0.0153,0.01,nc,nc72400280,2015-02-23T18:15:05.287Z,"7km WNW of Cobb, California",earthquake
2015-02-23T16:23:10.280Z,35.9659996,-120.5241699,9.84,1.5,md,24,56,0.02296,0.06,nc,nc72400275,2015-02-23T17:47:02.409Z,"24km SW of Coalinga, California",earthquake
